,Diabetes,HIV prevalence rate,Infant mortality,Poor or fair health,Premature age-adjusted mortality,Access to exercise opportunities,Adult obesity,Adult smoking,Excessive drinking,Sexually transmitted infections,Could not see doctor due to cost,Dentists,Diabetic screening,Health care costs,Mental health providers,Preventable hospital stays,Primary care physicians,Uninsured,Children in poverty,Children in single-parent households,High school graduation,Income inequality,Median household income,Social associations,Some college,Unemployment,Violent crime,Air pollution - particulate matter,Drinking water violations,Severe housing problems,2011 population estimate,Population that is not proficient in English
27093,0.101,57.5,7.0,0.104,254.4,0.497,0.289,0.212,0.23,117.1,0.148,26.0,0.89,7546.0,43.0,50.86,52.0,0.095,0.122,0.226,0.886,3.636,55327.0,18.646,0.656,0.056,135.34,12.93,0.0,0.134,23119,0.011
28045,0.118,164.7,7.0,0.188,406.6,0.527,0.289,0.228,0.136,384.5,0.206,24.0,0.8,10967.0,18.0,79.19,38.0,0.211,0.305,0.33,0.822,4.968,43870.0,8.176,0.584,0.082,205.76,12.17,0.033,0.157,45566,0.007
28011,0.142,439.2,13.1,0.196,702.6,0.441,0.342,0.216,0.096,1486.6,0.261,35.0,0.8,12766.0,41.0,93.09,53.0,0.191,0.558,0.643,0.749,5.722,29622.0,15.632,0.551,0.104,263.31,12.22,0.093,0.215,34049,0.006
27105,0.091,107.9,7.0,0.165,224.1,0.651,0.277,0.095,0.094,214.1,0.148,51.0,0.93,7142.0,69.0,43.58,79.0,0.147,0.194,0.332,0.78,4.324,50936.0,23.735,0.473,0.039,141.18,12.75,0.0,0.157,21617,0.105
37045,0.125,207.7,9.7,0.194,476.4,0.644,0.292,0.243,0.096,510.9,0.185,37.0,0.9,9085.0,125.0,54.82,50.0,0.182,0.31,0.398,0.78,4.969,40528.0,19.082,0.564,0.089,220.56,12.83,0.107,0.175,97047,0.006
27145,0.074,35.4,5.2,0.098,243.7,0.686,0.277,0.136,0.21,265.2,0.08,70.0,0.88,7446.0,252.0,56.3,107.0,0.087,0.126,0.237,0.823,4.074,56705.0,16.292,0.742,0.05,197.24,12.85,0.0,0.141,152092,0.015
31069,0.11,103.0,7.0,0.138,352.9,0.521,0.282,0.231,0.162,293.0,0.168,53.0,0.75,8562.0,92.0,53.34,0.0,0.161,0.271,0.208,0.848,3.69,38837.0,40.963,0.666,0.033,205.76,13.48,0.475,0.025,1902,0.0
54057,0.127,20.7,7.0,0.148,397.9,0.562,0.349,0.171,0.072,193.2,0.138,29.0,0.87,9867.0,72.0,73.65,36.0,0.179,0.244,0.346,0.89,5.24,38320.0,13.235,0.486,0.063,299.98,13.18,0.0,0.087,27704,0.002
36095,0.093,135.6,7.0,0.095,280.6,0.459,0.265,0.254,0.122,165.1,0.146,31.0,0.86,7826.0,97.0,61.61,25.0,0.106,0.188,0.284,0.802,4.426,49307.0,9.035,0.579,0.083,51.83,11.27,0.158,0.138,31844,0.002
36019,0.093,393.2,6.9,0.145,322.3,0.685,0.325,0.161,0.229,355.2,0.081,51.0,0.9,8711.0,170.0,71.07,69.0,0.103,0.205,0.348,0.83,4.673,45900.0,8.573,0.529,0.086,100.4,11.08,0.072,0.144,81591,0.006
40153,0.108,54.6,7.0,0.152,438.1,0.826,0.334,0.277,0.147,228.7,0.132,52.0,0.85,8510.0,325.0,75.95,44.0,0.209,0.181,0.264,0.777,4.771,54158.0,15.087,0.502,0.03,191.63,10.36,0.024,0.103,21221,0.017
47175,0.127,106.1,7.0,0.194,586.7,0.318,0.316,0.394,0.1625,88.8,0.328,38.0,0.9,11192.0,92.0,113.34,50.5,0.171,0.29,0.287,0.848,3.878,37393.0,8.884,0.324,0.12,299.87,13.82,0.24,0.138,5583,0.0
53069,0.122,103.0,7.0,0.195,368.3,0.606,0.318,0.153,0.181,100.2,0.188,49.0,0.9,7904.0,297.0,35.33,50.5,0.162,0.27,0.405,0.848,4.325,46659.0,12.522,0.487,0.11,91.3,10.12,0.0,0.139,4042,0.0
37105,0.115,304.5,7.7,0.201,413.5,0.666,0.292,0.2,0.095,470.6,0.203,45.0,0.88,9477.0,194.0,76.36,55.0,0.217,0.267,0.36,0.84,4.346,48061.0,15.574,0.52,0.103,198.45,12.27,0.0,0.161,60266,0.066
44001,0.073,54.4,7.0,0.087,210.8,0.911,0.207,0.133,0.17,136.3,0.077,37.0,0.89,8355.0,185.0,48.88,183.0,0.092,0.091,0.161,0.896,4.853,68415.0,9.971,0.776,0.08,84.98,10.26,0.0,0.175,49220,0.025
13027,0.155,782.5,7.0,0.185,393.8,0.547,0.351,0.217,0.1625,525.9,0.266,6.0,0.83,10654.0,6.0,76.02,26.0,0.245,0.379,0.382,0.725,5.226,34367.0,12.335,0.455,0.078,677.81,12.05,0.006,0.191,15516,0.018
2000,0.069,108.7,6.1,0.132,348.1,0.793,0.283,0.208,0.192,746.7,0.138,86.0,0.76,6724.0,307.0,46.68,84.0,0.223,0.136,0.311,0.696,4.037,70058.0,11.58,0.658,0.065,614.86,11.93,0.149,0.205,735132,0.017
18027,0.119,39.4,7.5,0.246,386.5,0.641,0.321,0.236,0.162,315.0,0.158,25.0,0.77,11274.0,93.0,82.17,44.0,0.205,0.235,0.181,0.848,3.442,45578.0,17.465,0.436,0.055,105.72,13.92,0.0,0.093,32407,0.009
40121,0.143,70.6,9.5,0.205,518.0,0.644,0.329,0.28,0.146,333.0,0.174,43.0,0.74,10078.0,624.0,75.15,64.0,0.23,0.253,0.368,0.85,4.94,41105.0,11.987,0.496,0.06,208.59,10.44,0.559,0.125,44703,0.008
19053,0.095,103.0,7.0,0.187,365.7,0.71,0.301,0.19,0.1625,351.4,0.155,61.0,0.9,8704.0,234.0,67.43,48.0,0.132,0.297,0.216,0.848,5.008,37534.0,12.117,0.6,0.045,205.76,9.22,0.0,0.166,8136,0.005
6111,0.07,124.2,6.0,0.163,234.2,0.973,0.213,0.121,0.177,319.7,0.128,80.0,0.84,9334.0,270.0,40.52,73.0,0.181,0.18,0.267,0.868,4.408,76513.0,6.053,0.618,0.078,205.02,7.67,0.0,0.254,839620,0.103
4012,0.134,127.1,7.0,0.22,501.9,0.355,0.32,0.185,0.203,305.7,0.13,44.0,0.67,9484.0,133.0,48.47,35.0,0.269,0.369,0.444,0.694,3.876,33994.0,4.931,0.373,0.094,399.43,10.66,0.092,0.19,20324,0.067
5135,0.127,67.3,7.0,0.343,535.6,0.554,0.302,0.311,0.071,140.7,0.245,29.0,0.87,10554.0,141.0,79.16,41.0,0.238,0.387,0.318,0.876,4.316,31224.0,17.005,0.465,0.103,69.05,11.94,0.265,0.171,17049,0.01
22125,0.131,885.6,7.0,0.202,403.2,0.412,0.366,0.2075,0.1625,259.7,0.148,32.0,0.84,10665.0,32.0,57.0,58.0,0.166,0.211,0.312,0.725,5.659,52626.0,6.491,0.422,0.078,234.62,10.53,0.18,0.178,15444,0.006
55101,0.091,101.6,8.7,0.156,325.7,0.877,0.318,0.229,0.239,497.4,0.143,56.0,0.88,9642.0,114.0,55.1,54.0,0.117,0.203,0.353,0.787,4.286,54403.0,9.856,0.599,0.086,246.79,12.48,0.035,0.155,195041,0.017
31159,0.077,103.0,7.0,0.079,298.0,0.54,0.287,0.143,0.209,106.3,0.058,47.0,0.88,8828.0,117.0,50.4,65.0,0.087,0.098,0.169,0.965,3.874,59053.0,20.077,0.736,0.037,42.85,10.17,0.641,0.095,17089,0.003
39089,0.118,79.5,6.8,0.147,349.4,0.742,0.309,0.23,0.201,382.6,0.133,34.0,0.9,9461.0,90.0,72.7,43.0,0.126,0.171,0.285,0.88,4.22,54909.0,10.684,0.616,0.069,274.49,13.61,0.0,0.13,168375,0.003
48363,0.123,70.3,9.1,0.221,449.1,0.499,0.289,0.413,0.1625,197.4,0.4,18.0,0.84,11035.0,18.0,78.28,47.0,0.27,0.275,0.39,0.855,4.847,39660.0,13.642,0.456,0.06,319.86,9.72,0.07,0.159,27889,0.041
36111,0.103,442.8,6.7,0.121,306.0,0.823,0.27,0.227,0.251,247.5,0.106,61.0,0.85,8758.0,296.0,64.21,64.0,0.134,0.174,0.31,0.813,4.581,56933.0,9.351,0.624,0.078,186.08,11.16,0.02,0.202,180998,0.013
29023,0.114,60.5,8.9,0.276,509.4,0.718,0.349,0.34,0.113,480.8,0.234,53.0,0.91,9758.0,230.0,81.11,100.0,0.171,0.316,0.359,0.802,4.544,35381.0,11.381,0.503,0.066,491.06,12.32,0.0,0.14,43083,0.001
13171,0.121,120.3,7.0,0.165,481.1,0.698,0.343,0.2075,0.1625,509.5,0.148,11.0,0.85,9993.0,45.0,51.36,44.0,0.199,0.294,0.3,0.775,4.645,40915.0,11.63,0.472,0.104,419.35,13.06,0.0,0.176,17959,0.005
12119,0.145,205.4,7.1,0.148,302.0,0.778,0.289,0.13,0.107,212.6,0.092,27.0,0.89,10874.0,39.0,50.76,19.0,0.191,0.335,0.347,0.78,3.758,52670.0,5.708,0.373,0.059,189.6,11.17,0.0,0.131,107056,0.016
39001,0.107,32.4,9.1,0.196,508.2,0.619,0.296,0.251,0.1625,127.0,0.23,32.0,0.83,11199.0,25.0,88.19,28.0,0.163,0.352,0.331,0.879,5.201,37259.0,9.877,0.391,0.114,47.98,13.14,0.0,0.15,28105,0.001
38041,0.099,103.0,7.0,0.087,237.6,0.369,0.269,0.083,0.151,313.4,0.148,75.0,0.84,7421.0,92.0,81.51,50.5,0.128,0.127,0.209,0.848,4.339,60171.0,19.585,0.685,0.033,92.48,9.79,0.0,0.074,2660,0.0
47181,0.115,101.1,7.0,0.222,473.4,0.448,0.337,0.228,0.1625,135.3,0.226,6.0,0.83,10968.0,6.0,136.26,41.0,0.176,0.309,0.266,0.925,4.94,33318.0,7.649,0.327,0.115,183.28,13.69,0.0,0.093,16939,0.005
23017,0.102,59.5,6.2,0.156,323.7,0.417,0.305,0.23,0.169,198.3,0.127,35.0,0.87,8413.0,236.0,70.3,63.0,0.135,0.208,0.339,0.841,4.41,38932.0,10.96,0.503,0.08,110.73,10.44,0.049,0.146,57277,0.002
36000,0.094,810.0,5.6,0.15,285.4,0.914,0.242,0.166,0.17,513.8,0.119,77.0,0.86,9508.0,226.0,59.15,83.0,0.126,0.229,0.348,0.772,5.538,57255.0,7.873,0.657,0.077,399.78,11.68,0.262,0.24,19651127,0.072
38055,0.106,103.0,7.0,0.127,401.0,0.478,0.299,0.188,0.194,161.1,0.067,11.0,0.88,8878.0,92.0,58.17,50.5,0.134,0.13,0.192,0.848,4.356,53604.0,21.485,0.692,0.04,65.81,9.75,0.078,0.078,9517,0.002
51550,0.109,273.9,8.3,0.121,325.0,0.89,0.298,0.158,0.157,579.6,0.088,43.0,0.85,9333.0,80.0,53.63,81.0,0.118,0.126,0.295,0.86,3.868,66516.0,9.675,0.702,0.057,388.67,11.75,0.012,0.166,230571,0.008
8007,0.063,103.0,7.0,0.144,217.7,0.915,0.166,0.204,0.165,256.8,0.194,57.0,0.72,6665.0,90.0,15.6,83.0,0.21,0.261,0.332,0.775,4.074,44417.0,14.913,0.498,0.079,216.57,11.46,0.0,0.153,12194,0.002
40007,0.121,103.0,7.0,0.147,318.7,0.31,0.359,0.286,0.1625,125.2,0.21,18.0,0.83,8121.0,18.0,54.45,18.0,0.24,0.153,0.205,0.835,3.898,55279.0,28.617,0.423,0.031,135.69,11.17,0.0,0.102,5566,0.049
40037,0.123,84.5,7.5,0.195,507.1,0.655,0.347,0.315,0.148,336.9,0.219,31.0,0.81,10665.0,160.0,95.67,28.0,0.208,0.212,0.299,0.691,4.295,44608.0,11.606,0.51,0.063,199.45,10.5,0.607,0.126,70470,0.005
19181,0.092,23.8,5.4,0.131,275.7,0.747,0.287,0.139,0.202,196.2,0.055,32.0,0.91,7703.0,23.0,49.33,60.0,0.071,0.091,0.289,0.956,3.57,66328.0,12.369,0.713,0.044,203.43,9.93,0.0,0.086,47336,0.002
18057,0.078,61.7,5.2,0.072,210.8,0.918,0.229,0.124,0.19,165.8,0.065,73.0,0.87,9393.0,125.0,43.81,142.0,0.095,0.061,0.176,0.921,3.683,84022.0,9.81,0.861,0.053,44.25,13.53,0.003,0.087,296693,0.011
37167,0.117,137.0,9.4,0.262,400.9,0.677,0.286,0.253,0.145,272.4,0.183,35.0,0.93,9344.0,208.0,71.64,48.0,0.178,0.256,0.355,0.823,4.515,42801.0,17.994,0.562,0.078,214.12,12.52,0.339,0.127,60635,0.013
13271,0.121,281.6,7.0,0.287,395.6,0.121,0.3,0.272,0.1625,428.2,0.308,12.0,0.79,11893.0,92.0,128.54,37.0,0.219,0.406,0.538,0.675,5.84,28334.0,9.787,0.24,0.156,191.6,12.57,0.026,0.141,16591,0.061
36055,0.095,340.9,7.4,0.166,290.6,0.943,0.286,0.181,0.153,668.6,0.102,74.0,0.86,8181.0,197.0,57.04,101.0,0.091,0.227,0.397,0.785,4.765,51722.0,8.772,0.721,0.07,363.48,12.5,0.0,0.174,749606,0.021
51820,0.108,162.2,7.0,0.165,460.6,0.693,0.304,0.2075,0.1625,450.1,0.148,127.0,0.89,8395.0,141.0,48.13,90.0,0.157,0.262,0.411,0.76,4.557,42434.0,17.53,0.474,0.061,332.24,12.85,0.012,0.181,21263,0.006
13289,0.155,125.8,7.0,0.338,420.8,0.243,0.314,0.2075,0.1625,449.9,0.148,38.0,0.81,12291.0,92.0,80.65,50.5,0.209,0.338,0.427,0.475,6.942,36107.0,9.471,0.381,0.11,137.87,12.85,0.009,0.12,8481,0.001
31057,0.106,103.0,7.0,0.133,359.5,0.057,0.332,0.124,0.132,293.0,0.137,101.0,0.78,9670.0,92.0,65.31,99.0,0.171,0.206,0.287,0.848,3.288,47098.0,19.792,0.72,0.031,205.76,13.2,0.858,0.06,1981,0.002
6091,0.098,103.0,7.0,0.165,388.2,0.738,0.233,0.2075,0.1625,293.0,0.148,66.0,0.72,7932.0,164.0,37.9,32.0,0.207,0.204,0.343,0.848,5.44,46449.0,6.481,0.553,0.13,424.43,10.22,0.07,0.184,3047,0.031
21107,0.125,35.3,8.7,0.215,487.0,0.604,0.369,0.239,0.092,419.5,0.173,47.0,0.75,9667.0,54.0,85.74,103.0,0.157,0.264,0.402,0.886,4.888,40782.0,18.622,0.541,0.078,114.3,14.33,0.05,0.131,46634,0.005
49033,0.087,103.0,7.0,0.165,376.65,0.428,0.268,0.2075,0.1625,293.0,0.148,87.0,0.78,6590.0,44.0,65.31,50.5,0.16,0.161,0.206,0.848,4.4,54640.0,4.411,0.675,0.035,144.8,11.31,0.266,0.101,2288,0.002
36013,0.098,209.5,7.0,0.16,346.0,0.728,0.259,0.236,0.205,416.4,0.125,54.0,0.84,8130.0,119.0,51.53,51.0,0.104,0.295,0.36,0.804,4.604,40468.0,17.149,0.604,0.079,225.89,13.31,0.007,0.142,133080,0.011
40075,0.146,103.0,7.0,0.216,608.1,0.655,0.316,0.276,0.157,300.8,0.146,32.0,0.79,10199.0,118.0,102.02,32.0,0.221,0.303,0.371,0.823,5.125,34611.0,19.334,0.475,0.055,182.67,9.84,0.284,0.088,9341,0.008
48365,0.116,145.0,7.0,0.153,448.2,0.274,0.32,0.293,0.1625,445.5,0.148,25.0,0.86,11546.0,4.0,84.69,42.0,0.22,0.202,0.324,0.86,4.876,49792.0,10.408,0.509,0.051,266.17,10.01,0.032,0.097,23870,0.022
29021,0.118,195.6,8.2,0.225,424.1,0.752,0.37,0.268,0.155,576.3,0.144,58.0,0.85,10095.0,143.0,60.61,70.0,0.172,0.257,0.385,0.915,4.369,43461.0,13.823,0.525,0.055,364.91,8.56,0.0,0.131,89631,0.013
47055,0.117,116.4,7.0,0.186,471.3,0.45,0.351,0.263,0.1625,371.5,0.214,31.0,0.87,10852.0,59.0,64.91,48.0,0.158,0.249,0.351,0.89,4.794,39880.0,11.007,0.485,0.092,306.08,13.62,0.099,0.125,28746,0.006
26021,0.132,176.7,8.5,0.167,379.6,0.771,0.362,0.2,0.163,602.9,0.123,51.0,0.84,9330.0,157.0,56.36,88.0,0.156,0.258,0.379,0.762,4.77,44291.0,13.328,0.612,0.09,390.63,12.93,0.012,0.154,155252,0.011
15007,0.084,103.0,5.5,0.157,278.1,0.895,0.214,0.157,0.212,210.4,0.095,62.0,0.87,6508.0,178.0,26.9,85.0,0.084,0.156,0.274,0.825,4.094,55844.0,9.79,0.622,0.057,340.11,11.93,0.0,0.284,69512,0.03
31017,0.107,103.0,7.0,0.214,213.9,0.299,0.31,0.167,0.166,293.0,0.125,34.0,0.77,9754.0,68.0,34.33,33.0,0.182,0.196,0.295,0.848,4.096,39861.0,23.156,0.74,0.03,42.3,12.33,0.072,0.104,2926,0.0
55139,0.083,47.9,6.4,0.089,306.4,0.794,0.289,0.176,0.238,332.4,0.086,58.0,0.94,8093.0,172.0,41.29,83.0,0.099,0.157,0.292,0.903,4.04,50469.0,11.316,0.64,0.062,196.68,11.58,0.099,0.126,169541,0.008
36121,0.093,571.2,7.0,0.141,307.8,0.596,0.284,0.183,0.188,231.5,0.096,31.0,0.86,7892.0,147.0,72.73,43.0,0.107,0.169,0.338,0.846,3.864,51676.0,15.755,0.514,0.078,94.74,12.71,0.156,0.112,41531,0.006
1005,0.148,388.1,13.5,0.234,443.7,0.441,0.384,0.251,0.135,716.9,0.169,37.0,0.86,10414.0,4.0,86.93,44.0,0.175,0.424,0.558,0.697,5.474,30981.0,8.456,0.423,0.1,146.89,12.62,0.526,0.186,27076,0.022
53021,0.087,114.5,5.0,0.243,282.2,0.59,0.31,0.117,0.144,375.1,0.184,36.0,0.85,7350.0,106.0,34.85,35.0,0.224,0.24,0.342,0.732,4.009,52720.0,6.873,0.431,0.093,277.47,10.79,0.0,0.212,86638,0.163
48037,0.115,229.7,5.7,0.204,458.3,0.494,0.344,0.17,0.113,435.9,0.145,48.0,0.85,10680.0,103.0,59.52,79.0,0.218,0.313,0.424,0.944,5.014,41657.0,15.03,0.55,0.072,677.66,10.69,0.06,0.139,93487,0.013
27097,0.089,21.2,7.0,0.174,289.3,0.494,0.287,0.209,0.228,160.4,0.103,30.0,0.85,6256.0,113.0,43.98,48.0,0.106,0.164,0.239,0.842,4.351,48716.0,19.666,0.623,0.069,74.93,12.37,0.025,0.132,32872,0.005
36093,0.123,307.1,6.8,0.154,308.0,0.923,0.266,0.179,0.152,475.1,0.054,74.0,0.87,7594.0,182.0,43.69,70.0,0.091,0.238,0.355,0.783,4.754,53978.0,8.638,0.646,0.069,457.04,11.16,0.002,0.163,155333,0.014
48253,0.097,954.4,7.0,0.165,410.7,0.234,0.303,0.2075,0.1625,225.3,0.148,5.0,0.74,9592.0,15.0,103.66,40.0,0.269,0.302,0.272,0.848,4.819,40621.0,12.517,0.297,0.062,290.48,9.59,0.31,0.115,19859,0.026
21159,0.119,87.2,7.0,0.375,656.7,0.612,0.377,0.374,0.139,39.2,0.306,16.0,0.77,13333.0,47.0,204.54,31.0,0.165,0.46,0.434,0.919,6.263,26931.0,5.493,0.426,0.116,72.3,12.99,1.0,0.112,12647,0.002
55079,0.101,341.8,9.5,0.141,399.7,0.989,0.312,0.207,0.213,1053.6,0.11,69.0,0.88,9379.0,232.0,60.94,75.0,0.132,0.332,0.491,0.748,4.953,42058.0,8.92,0.628,0.083,799.6,12.32,0.0,0.22,956023,0.038
41037,0.1,103.0,7.0,0.102,321.4,0.72,0.323,0.2075,0.1625,90.1,0.148,26.0,0.89,7055.0,102.0,53.11,64.0,0.191,0.29,0.225,0.848,4.138,37856.0,12.868,0.602,0.111,329.32,8.84,0.069,0.181,7820,0.004
17097,0.078,110.2,5.7,0.135,250.2,0.964,0.256,0.143,0.188,371.9,0.107,105.0,0.86,9944.0,219.0,57.97,102.0,0.121,0.137,0.226,0.879,4.577,75106.0,7.335,0.683,0.087,146.26,12.82,0.015,0.18,703019,0.052
23011,0.1,113.3,5.1,0.14,350.0,0.805,0.311,0.192,0.16,301.2,0.097,70.0,0.89,8168.0,401.0,43.52,123.0,0.114,0.191,0.344,0.841,4.418,45151.0,14.772,0.607,0.063,150.14,10.23,0.002,0.125,121164,0.004
48449,0.09,84.4,5.5,0.184,396.9,0.594,0.295,0.2075,0.1625,373.5,0.22,34.0,0.86,11796.0,52.0,83.98,55.0,0.304,0.328,0.303,0.979,3.925,40501.0,10.715,0.42,0.071,231.63,10.35,0.0,0.175,32581,0.127
36081,0.099,862.6,4.9,0.177,242.8,0.955,0.237,0.132,0.146,562.2,0.152,70.0,0.86,10156.0,127.0,57.19,66.0,0.192,0.216,0.33,0.7,4.818,56307.0,4.673,0.62,0.078,632.64,10.71,0.012,0.324,2296175,0.15
18051,0.114,42.2,7.0,0.185,363.9,0.654,0.31,0.257,0.101,230.1,0.159,42.0,0.87,10268.0,30.0,67.52,36.0,0.136,0.159,0.238,0.909,3.878,48579.0,18.83,0.647,0.064,109.14,14.13,0.003,0.112,33612,0.003
51133,0.135,197.9,7.0,0.165,339.9,0.358,0.266,0.185,0.1625,486.0,0.148,107.0,0.9,7804.0,8.0,35.08,146.0,0.192,0.31,0.363,0.825,3.823,49054.0,23.489,0.487,0.078,93.72,12.23,0.009,0.129,12200,0.002
19167,0.074,18.0,7.3,0.095,208.6,0.765,0.267,0.118,0.136,134.2,0.074,41.0,0.92,8279.0,64.0,48.68,73.0,0.117,0.097,0.14,0.913,3.382,61817.0,26.555,0.616,0.033,111.02,11.91,0.0,0.084,34547,0.027
21113,0.105,83.0,6.7,0.151,359.9,0.824,0.314,0.271,0.1625,306.2,0.256,36.0,0.9,9240.0,62.0,51.61,71.0,0.172,0.218,0.293,0.81,4.559,52011.0,11.685,0.626,0.071,179.99,13.11,0.237,0.167,50173,0.006
8095,0.077,103.0,7.0,0.165,256.7,0.715,0.22,0.116,0.174,206.1,0.132,23.0,0.82,10348.0,92.0,63.2,92.0,0.212,0.173,0.232,0.848,4.258,46805.0,34.349,0.49,0.041,37.26,13.37,0.0,0.154,4356,0.075
36029,0.098,251.5,8.0,0.134,348.9,0.949,0.287,0.162,0.188,553.6,0.088,77.0,0.85,7988.0,203.0,42.75,80.0,0.086,0.231,0.378,0.802,5.017,51123.0,10.086,0.713,0.074,468.14,12.9,0.002,0.158,919866,0.015
42081,0.099,223.8,6.9,0.144,351.6,0.76,0.306,0.223,0.167,417.3,0.097,40.0,0.89,8362.0,116.0,42.66,67.0,0.115,0.2,0.344,0.882,4.044,46663.0,17.07,0.542,0.078,176.81,12.51,0.047,0.136,116754,0.003
41057,0.092,58.8,7.0,0.097,327.0,0.893,0.288,0.182,0.22,205.6,0.189,47.0,0.82,7555.0,166.0,38.78,79.0,0.223,0.261,0.329,0.783,3.734,41584.0,15.027,0.483,0.072,70.73,9.49,0.145,0.189,25317,0.015
20155,0.114,47.5,6.9,0.123,392.6,0.666,0.334,0.191,0.126,285.5,0.107,47.0,0.9,9172.0,132.0,52.29,61.0,0.146,0.202,0.308,0.851,3.926,44099.0,15.208,0.62,0.052,440.32,10.54,0.023,0.122,64190,0.008
37091,0.141,611.0,17.5,0.262,430.9,0.669,0.334,0.265,0.1625,699.7,0.174,41.0,0.93,8319.0,192.0,54.82,45.0,0.197,0.381,0.521,0.825,5.806,33616.0,17.186,0.511,0.094,263.86,11.79,0.0,0.201,24431,0.018
6089,0.105,80.3,5.6,0.158,427.8,0.785,0.273,0.251,0.196,328.1,0.176,70.0,0.85,8258.0,237.0,42.77,77.0,0.19,0.283,0.354,0.898,4.57,41236.0,8.231,0.645,0.109,756.97,9.59,0.002,0.232,178980,0.014
46125,0.089,103.0,7.0,0.089,268.1,0.388,0.314,0.172,0.192,180.5,0.148,12.0,0.83,8700.0,12.0,64.83,24.0,0.123,0.132,0.236,0.848,3.652,53115.0,25.277,0.653,0.034,71.37,11.93,0.031,0.078,8361,0.002
28039,0.111,75.9,7.0,0.229,528.5,0.237,0.345,0.233,0.1625,466.6,0.149,26.0,0.84,11788.0,22.0,83.2,35.0,0.201,0.257,0.331,0.82,4.643,43597.0,9.158,0.495,0.096,63.71,12.62,0.0,0.122,23159,0.007
40019,0.128,70.5,6.9,0.193,564.5,0.515,0.358,0.228,0.076,351.5,0.143,62.0,0.71,10859.0,371.0,82.01,58.0,0.218,0.235,0.358,0.803,4.13,43030.0,13.726,0.448,0.041,990.87,10.04,0.504,0.112,48491,0.009
13099,0.134,188.2,7.0,0.278,553.2,0.588,0.298,0.242,0.1625,953.4,0.148,38.0,0.78,12439.0,66.0,113.66,38.0,0.194,0.433,0.567,0.675,5.766,32357.0,16.991,0.449,0.073,582.19,12.28,0.0,0.157,10542,0.001
26117,0.089,28.2,5.2,0.141,364.3,0.645,0.303,0.228,0.142,309.0,0.108,43.0,0.87,10019.0,144.0,68.65,40.0,0.146,0.268,0.317,0.864,3.927,40790.0,12.996,0.508,0.11,231.99,11.95,0.004,0.173,63105,0.005
13247,0.129,117.5,7.5,0.139,325.7,0.877,0.327,0.117,0.125,723.6,0.105,69.0,0.86,9236.0,99.0,62.89,78.0,0.223,0.242,0.401,0.72,3.908,50646.0,8.04,0.611,0.09,411.26,13.26,0.019,0.179,86919,0.031
40145,0.142,31.0,5.4,0.17,372.7,0.718,0.323,0.217,0.085,147.9,0.186,20.0,0.82,10435.0,115.0,70.49,37.0,0.195,0.159,0.254,0.758,3.887,53098.0,5.464,0.599,0.052,257.33,10.69,0.429,0.133,75700,0.007
51145,0.106,547.3,7.0,0.165,267.2,0.637,0.306,0.25,0.22,184.9,0.148,46.0,0.89,9511.0,46.0,43.03,68.0,0.14,0.092,0.16,0.89,3.811,74820.0,11.023,0.574,0.049,67.18,12.52,0.0,0.097,28259,0.004
21075,0.123,103.0,7.0,0.31,581.5,0.409,0.346,0.3,0.1625,735.6,0.148,16.0,0.82,10750.0,92.0,113.93,92.0,0.162,0.456,0.381,0.9,5.312,28550.0,15.326,0.459,0.15,248.96,13.57,0.0,0.122,6385,0.002
48075,0.1,103.0,7.0,0.165,411.8,0.734,0.296,0.2075,0.1625,327.2,0.148,56.0,0.8,9039.0,92.0,83.0,114.0,0.227,0.328,0.257,0.875,5.065,33919.0,19.917,0.451,0.052,365.87,9.66,0.414,0.1,7095,0.013
12077,0.122,452.5,7.0,0.143,432.8,0.507,0.369,0.231,0.136,374.6,0.155,36.0,0.87,11264.0,108.0,91.38,50.5,0.207,0.333,0.388,0.625,6.052,36561.0,7.25,0.41,0.06,142.46,12.17,0.285,0.157,8349,0.023
51840,0.101,358.8,10.1,0.281,439.6,0.934,0.286,0.2075,0.1625,1123.5,0.148,165.0,0.9,7971.0,474.0,71.3,294.0,0.193,0.239,0.432,0.836,4.869,43943.0,19.717,0.568,0.054,226.13,12.93,0.012,0.2,27216,0.064
26073,0.08,53.7,6.1,0.092,350.9,0.737,0.311,0.199,0.193,349.8,0.107,47.0,0.88,9644.0,192.0,79.91,50.0,0.161,0.226,0.35,0.742,5.895,39991.0,8.921,0.666,0.069,186.04,11.74,0.001,0.243,70436,0.005
12129,0.117,250.1,7.0,0.187,383.1,0.783,0.371,0.248,0.214,353.7,0.157,16.0,0.85,9658.0,45.0,56.29,29.0,0.171,0.222,0.37,0.7,4.033,47430.0,9.086,0.505,0.059,288.09,11.99,0.0,0.15,31022,0.005
31173,0.16,103.0,7.0,0.177,592.0,0.2,0.407,0.344,0.239,840.5,0.116,87.0,0.49,8994.0,276.0,88.03,43.0,0.198,0.407,0.57,0.848,4.495,38558.0,9.972,0.544,0.075,205.76,11.07,0.0,0.2,6895,0.004
40015,0.115,162.3,7.8,0.203,552.9,0.479,0.348,0.265,0.098,363.9,0.197,20.0,0.7,10465.0,41.0,78.08,20.0,0.278,0.296,0.325,0.771,4.71,37298.0,15.837,0.44,0.06,374.29,9.97,0.464,0.138,29594,0.008
